instituicao,uf,exercicio,coluna,conta,periodo,periodicidade,valor,cores,mr,mr_mes,mes,mes_ano,final_mes,mes_ano_end
Governo do Estado de Alagoas,AL,2015,<MR-4>,ICMS,6,B,239539936.74,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de Alagoas,AL,2015,<MR-5>,ICMS,6,B,232706597.42,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de Alagoas,AL,2015,<MR-6>,ICMS,6,B,251595416.98,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de Alagoas,AL,2015,<MR-7>,ICMS,6,B,276264616.71,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de Alagoas,AL,2015,<MR-8>,ICMS,6,B,254938492.24,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de Alagoas,AL,2015,<MR-9>,ICMS,6,B,231773135.84,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado de Alagoas,AL,2015,<MR>,ICMS,6,B,283140515.85,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado de Alagoas,AL,2016,<MR-1>,ICMS,6,B,339514693.43,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado de Alagoas,AL,2016,<MR-10>,ICMS,6,B,350028552.2,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado de Alagoas,AL,2016,<MR-11>,ICMS,6,B,297145469.82,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado de Alagoas,AL,2016,<MR-2>,ICMS,6,B,292021355.77,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado de Alagoas,AL,2016,<MR-3>,ICMS,6,B,314532033.09,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado de Alagoas,AL,2016,<MR-4>,ICMS,6,B,364598169.22,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado de Alagoas,AL,2016,<MR-5>,ICMS,6,B,264415024.73,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado de Alagoas,AL,2016,<MR-6>,ICMS,6,B,289166881.76,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado de Alagoas,AL,2016,<MR-7>,ICMS,6,B,266952708.37,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado de Alagoas,AL,2016,<MR-8>,ICMS,6,B,298528854.82,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado de Alagoas,AL,2016,<MR-9>,ICMS,6,B,278045836.07,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado de Alagoas,AL,2016,<MR>,ICMS,6,B,346863884.77,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado de Alagoas,AL,2017,<MR-1>,ICMS,6,B,353475204.66,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado de Alagoas,AL,2017,<MR-10>,ICMS,6,B,305378709.71,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado de Alagoas,AL,2017,<MR-11>,ICMS,6,B,372962256.14,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado de Alagoas,AL,2017,<MR-2>,ICMS,6,B,320563685.94,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado de Alagoas,AL,2017,<MR-3>,ICMS,6,B,306615521.28,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado de Alagoas,AL,2017,<MR-4>,ICMS,6,B,291174225.19,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado de Alagoas,AL,2017,<MR-5>,ICMS,6,B,304035127.93,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado de Alagoas,AL,2017,<MR-6>,ICMS,6,B,310327197.54,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado de Alagoas,AL,2017,<MR-7>,ICMS,6,B,301845126.35,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado de Alagoas,AL,2017,<MR-8>,ICMS,6,B,331520409,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado de Alagoas,AL,2017,<MR-9>,ICMS,6,B,299973216.67,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado de Alagoas,AL,2017,<MR>,ICMS,6,B,354250336.06,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado de Alagoas,AL,2018,<MR-1>,ICMS,6,B,381349603.43,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado de Alagoas,AL,2018,<MR-10>,ICMS,6,B,369570458.37,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado de Alagoas,AL,2018,<MR-11>,ICMS,6,B,392885690.13,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado de Alagoas,AL,2018,<MR-2>,ICMS,6,B,379547275.51,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado de Alagoas,AL,2018,<MR-3>,ICMS,6,B,356833207.04,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado de Alagoas,AL,2018,<MR-4>,ICMS,6,B,332017789.36,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado de Alagoas,AL,2018,<MR-5>,ICMS,6,B,353286144.07,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado de Alagoas,AL,2018,<MR-6>,ICMS,6,B,314126089.76,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado de Alagoas,AL,2018,<MR-7>,ICMS,6,B,335301981.9,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado de Alagoas,AL,2018,<MR-8>,ICMS,6,B,332476350.57,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado de Alagoas,AL,2018,<MR-9>,ICMS,6,B,316592787.8,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado de Alagoas,AL,2018,<MR>,ICMS,6,B,403911834.8,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado de Alagoas,AL,2019,<MR-1>,ICMS,6,B,398852033.02,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado de Alagoas,AL,2019,<MR-10>,ICMS,6,B,365303525.87,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado de Alagoas,AL,2019,<MR-11>,ICMS,6,B,415995630.89,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado de Alagoas,AL,2019,<MR-2>,ICMS,6,B,399966618.28,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado de Alagoas,AL,2019,<MR-3>,ICMS,6,B,348221092.13,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado de Alagoas,AL,2019,<MR-4>,ICMS,6,B,346536553.56,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado de Alagoas,AL,2019,<MR-5>,ICMS,6,B,328738940,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado de Alagoas,AL,2019,<MR-6>,ICMS,6,B,345215039.3,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de Alagoas,AL,2019,<MR-7>,ICMS,6,B,345609959.84,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de Alagoas,AL,2019,<MR-8>,ICMS,6,B,346373520.78,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de Alagoas,AL,2019,<MR-9>,ICMS,6,B,355901032.51,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de Alagoas,AL,2019,<MR>,ICMS,6,B,527304923.7,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado de Goiás,GO,2015,<MR-1>,ICMS,6,B,1268986240.77,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado de Goiás,GO,2015,<MR-10>,ICMS,6,B,1077167238.25,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado de Goiás,GO,2015,<MR-11>,ICMS,6,B,1087539414.06,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado de Goiás,GO,2015,<MR-2>,ICMS,6,B,1194733631.23,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado de Goiás,GO,2015,<MR-3>,ICMS,6,B,1153354826.67,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado de Goiás,GO,2015,<MR-4>,ICMS,6,B,1135980012.9,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de Goiás,GO,2015,<MR-5>,ICMS,6,B,1157892946.02,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de Goiás,GO,2015,<MR-6>,ICMS,6,B,1090024025.44,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de Goiás,GO,2015,<MR-7>,ICMS,6,B,1101774661.62,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de Goiás,GO,2015,<MR-8>,ICMS,6,B,1112388316.01,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de Goiás,GO,2015,<MR-9>,ICMS,6,B,1000183828.83,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado de Goiás,GO,2015,<MR>,ICMS,6,B,1126745056.64,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado de Goiás,GO,2016,<MR-1>,ICMS,6,B,1194775609.72,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado de Goiás,GO,2016,<MR-10>,ICMS,6,B,1022238005,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado de Goiás,GO,2016,<MR-11>,ICMS,6,B,1254039564.54,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado de Goiás,GO,2016,<MR-2>,ICMS,6,B,1161396304.84,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado de Goiás,GO,2016,<MR-3>,ICMS,6,B,1251503046.38,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado de Goiás,GO,2016,<MR-4>,ICMS,6,B,1122858691.73,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado de Goiás,GO,2016,<MR-5>,ICMS,6,B,1191660321.56,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado de Goiás,GO,2016,<MR-6>,ICMS,6,B,1162641871.37,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado de Goiás,GO,2016,<MR-7>,ICMS,6,B,1146560787.8,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado de Goiás,GO,2016,<MR-8>,ICMS,6,B,1163724085.23,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado de Goiás,GO,2016,<MR-9>,ICMS,6,B,1089899848.78,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado de Goiás,GO,2016,<MR>,ICMS,6,B,1241823292.5,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado de Goiás,GO,2017,<MR-1>,ICMS,6,B,1261490175.07,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado de Goiás,GO,2017,<MR-10>,ICMS,6,B,1133844057.41,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado de Goiás,GO,2017,<MR-11>,ICMS,6,B,1186871438.26,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado de Goiás,GO,2017,<MR-2>,ICMS,6,B,1209560596.01,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado de Goiás,GO,2017,<MR-3>,ICMS,6,B,1274661060.65,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado de Goiás,GO,2017,<MR-4>,ICMS,6,B,1244477450.2,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado de Goiás,GO,2017,<MR-5>,ICMS,6,B,1194668396.03,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado de Goiás,GO,2017,<MR-6>,ICMS,6,B,1236087888.71,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado de Goiás,GO,2017,<MR-7>,ICMS,6,B,1167767145.18,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado de Goiás,GO,2017,<MR-8>,ICMS,6,B,1197874311.57,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado de Goiás,GO,2017,<MR-9>,ICMS,6,B,1122042455.27,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado de Goiás,GO,2017,<MR>,ICMS,6,B,1382240149.71,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado de Goiás,GO,2018,<MR-1>,ICMS,6,B,1393422724.41,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado de Goiás,GO,2018,<MR-10>,ICMS,6,B,1205044819.42,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado de Goiás,GO,2018,<MR-11>,ICMS,6,B,1319855533.05,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado de Goiás,GO,2018,<MR-2>,ICMS,6,B,1358866364.3,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado de Goiás,GO,2018,<MR-3>,ICMS,6,B,1327288030.36,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado de Goiás,GO,2018,<MR-4>,ICMS,6,B,1321794696.64,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado de Goiás,GO,2018,<MR-5>,ICMS,6,B,1356475957.78,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado de Goiás,GO,2018,<MR-6>,ICMS,6,B,1246730511.61,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado de Goiás,GO,2018,<MR-7>,ICMS,6,B,1256539054.61,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado de Goiás,GO,2018,<MR-8>,ICMS,6,B,1276570923.32,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado de Goiás,GO,2018,<MR-9>,ICMS,6,B,1149709197.6,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado de Goiás,GO,2018,<MR>,ICMS,6,B,1478937665.69,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado de Goiás,GO,2019,<MR-1>,ICMS,6,B,1493663190.48,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado de Goiás,GO,2019,<MR-10>,ICMS,6,B,1325158794.88,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado de Goiás,GO,2019,<MR-11>,ICMS,6,B,1468336079.48,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado de Goiás,GO,2019,<MR-2>,ICMS,6,B,1556646511.07,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado de Goiás,GO,2019,<MR-3>,ICMS,6,B,1455171090,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado de Goiás,GO,2019,<MR-4>,ICMS,6,B,1408510587.9,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado de Goiás,GO,2019,<MR-5>,ICMS,6,B,1439054024.72,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado de Goiás,GO,2019,<MR-6>,ICMS,6,B,1383787455.64,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de Goiás,GO,2019,<MR-7>,ICMS,6,B,1390538511.54,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de Goiás,GO,2019,<MR-8>,ICMS,6,B,1325153937.79,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de Goiás,GO,2019,<MR-9>,ICMS,6,B,1308275654.23,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de Goiás,GO,2019,<MR>,ICMS,6,B,1471490447.09,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado de Minas Gerais,MG,2015,<MR-1>,ICMS,6,B,3316976968.2,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado de Minas Gerais,MG,2015,<MR-10>,ICMS,6,B,2912424496.91,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado de Minas Gerais,MG,2015,<MR-11>,ICMS,6,B,3161822984.8,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado de Minas Gerais,MG,2015,<MR-2>,ICMS,6,B,3173985275.55,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado de Minas Gerais,MG,2015,<MR-3>,ICMS,6,B,3155189546.77,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado de Minas Gerais,MG,2015,<MR-4>,ICMS,6,B,3129785457.76,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de Minas Gerais,MG,2015,<MR-5>,ICMS,6,B,3056068481.34,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de Minas Gerais,MG,2015,<MR-6>,ICMS,6,B,3058024036.61,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de Minas Gerais,MG,2015,<MR-7>,ICMS,6,B,3004468514.12,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de Minas Gerais,MG,2015,<MR-8>,ICMS,6,B,3107285205.75,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de Minas Gerais,MG,2015,<MR-9>,ICMS,6,B,2840740274.08,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado de Minas Gerais,MG,2015,<MR>,ICMS,6,B,3182727446.03,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado de Minas Gerais,MG,2016,<MR-1>,ICMS,6,B,3498829892.8,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado de Minas Gerais,MG,2016,<MR-10>,ICMS,6,B,3105138440.05,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado de Minas Gerais,MG,2016,<MR-11>,ICMS,6,B,3083452911.17,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado de Minas Gerais,MG,2016,<MR-2>,ICMS,6,B,3503212918.35,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado de Minas Gerais,MG,2016,<MR-3>,ICMS,6,B,3665961270.33,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado de Minas Gerais,MG,2016,<MR-4>,ICMS,6,B,3371817493.57,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado de Minas Gerais,MG,2016,<MR-5>,ICMS,6,B,3474280801.45,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado de Minas Gerais,MG,2016,<MR-6>,ICMS,6,B,3401088077.51,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado de Minas Gerais,MG,2016,<MR-7>,ICMS,6,B,3389336354.73,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado de Minas Gerais,MG,2016,<MR-8>,ICMS,6,B,3388817085.87,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado de Minas Gerais,MG,2016,<MR-9>,ICMS,6,B,3220456532.19,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado de Minas Gerais,MG,2016,<MR>,ICMS,6,B,3925302599.94,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado de Minas Gerais,MG,2017,<MR-1>,ICMS,6,B,4199957045.06,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado de Minas Gerais,MG,2017,<MR-10>,ICMS,6,B,3323224056.24,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado de Minas Gerais,MG,2017,<MR-11>,ICMS,6,B,3667713715.35,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado de Minas Gerais,MG,2017,<MR-2>,ICMS,6,B,4076564830.43,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado de Minas Gerais,MG,2017,<MR-3>,ICMS,6,B,3800135593.45,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado de Minas Gerais,MG,2017,<MR-4>,ICMS,6,B,3937072891.72,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado de Minas Gerais,MG,2017,<MR-5>,ICMS,6,B,3649019994.67,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado de Minas Gerais,MG,2017,<MR-6>,ICMS,6,B,3650859334.67,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado de Minas Gerais,MG,2017,<MR-7>,ICMS,6,B,3508474012.98,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado de Minas Gerais,MG,2017,<MR-8>,ICMS,6,B,3653167303.94,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado de Minas Gerais,MG,2017,<MR-9>,ICMS,6,B,3405299111.16,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado de Minas Gerais,MG,2017,<MR>,ICMS,6,B,4319620950.24,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado de Minas Gerais,MG,2018,<MR-1>,ICMS,6,B,3953932576.45,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado de Minas Gerais,MG,2018,<MR-10>,ICMS,6,B,3968660493.57,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado de Minas Gerais,MG,2018,<MR-11>,ICMS,6,B,4069260858.8,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado de Minas Gerais,MG,2018,<MR-2>,ICMS,6,B,4361377938.91,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado de Minas Gerais,MG,2018,<MR-3>,ICMS,6,B,5088745814.61,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado de Minas Gerais,MG,2018,<MR-4>,ICMS,6,B,4251802711.87,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado de Minas Gerais,MG,2018,<MR-5>,ICMS,6,B,4104032918.46,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado de Minas Gerais,MG,2018,<MR-6>,ICMS,6,B,3501437149.61,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado de Minas Gerais,MG,2018,<MR-7>,ICMS,6,B,4066033086.69,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado de Minas Gerais,MG,2018,<MR-8>,ICMS,6,B,4138588009.6,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado de Minas Gerais,MG,2018,<MR-9>,ICMS,6,B,3496931448.1,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado de Minas Gerais,MG,2018,<MR>,ICMS,6,B,4226935497.63,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado de Minas Gerais,MG,2019,<MR-1>,ICMS,6,B,4556396517.05,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado de Minas Gerais,MG,2019,<MR-10>,ICMS,6,B,4045500046.22,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado de Minas Gerais,MG,2019,<MR-11>,ICMS,6,B,4235975586.63,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado de Minas Gerais,MG,2019,<MR-2>,ICMS,6,B,4406037566.24,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado de Minas Gerais,MG,2019,<MR-3>,ICMS,6,B,4512167205.75,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado de Minas Gerais,MG,2019,<MR-4>,ICMS,6,B,4339365108.27,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado de Minas Gerais,MG,2019,<MR-5>,ICMS,6,B,4270777839.61,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado de Minas Gerais,MG,2019,<MR-6>,ICMS,6,B,4145125289.52,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de Minas Gerais,MG,2019,<MR-7>,ICMS,6,B,4178626290.39,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de Minas Gerais,MG,2019,<MR-8>,ICMS,6,B,4685959652.17,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de Minas Gerais,MG,2019,<MR-9>,ICMS,6,B,3943132070.99,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de Minas Gerais,MG,2019,<MR>,ICMS,6,B,4662191007.96,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado de Pernambuco,PE,2015,<MR-1>,ICMS,6,B,1070346101.37,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado de Pernambuco,PE,2015,<MR-10>,ICMS,6,B,1061864005.1,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado de Pernambuco,PE,2015,<MR-11>,ICMS,6,B,1185229918.6,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado de Pernambuco,PE,2015,<MR-2>,ICMS,6,B,1049451334.97,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado de Pernambuco,PE,2015,<MR-3>,ICMS,6,B,1067785040.96,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado de Pernambuco,PE,2015,<MR-4>,ICMS,6,B,1052099709.13,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de Pernambuco,PE,2015,<MR-5>,ICMS,6,B,1022192670.81,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de Pernambuco,PE,2015,<MR-6>,ICMS,6,B,1042582665.58,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de Pernambuco,PE,2015,<MR-7>,ICMS,6,B,982567576.3,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de Pernambuco,PE,2015,<MR-8>,ICMS,6,B,1086552321.77,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de Pernambuco,PE,2015,<MR-9>,ICMS,6,B,960827406.07,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
